44.7922310441,10.3316644601585
44.786998870968,10.3329191839758
44.6583091836223,10.2857137686268
44.781024040695,10.3494483281556
44.6973,10.401127
44.8355549542172,10.397238232232
44.8493793895167,10.343966534018
44.532198614246,10.7062606116368
44.6892963057813,10.6635850554895
44.3081529409084,10.4327586689986
44.871614151894,10.6584000189606
44.6968699173127,10.6245325686283
44.7986955009294,10.8829802128122
44.6501109011372,10.9076619453465
44.5429473536571,10.7906086262944
44.9251214026659,11.178898321926
44.5397390607416,10.7912678011623
44.8192445338718,9.82687335384107
45.0516879506214,9.72458838028206
45.0547351083568,9.74913043160621
45.047743600118,9.69348247366984
44.723674029652,9.35286545166767
44.2176657325747,12.0495872802499
44.2072129834973,12.0770756262815
44.1425739588879,12.244745724427
44.088699245588,12.3936056946815
43.9244552517715,12.2224084106627
44.5037121505018,11.3438920207369
44.4844748390286,11.3559752667681
44.4993502181507,11.3273079858167
44.4684350042417,11.4212605352823
44.6515871126357,11.6488062976635
44.4997120458238,11.2874812030128
44.8377714922975,11.6113210956178
44.8387404438629,11.9534937233938
44.7321878971942,11.2869869399291
44.8259217426592,11.6456722914114
44.4277982209859,12.188703029994
44.4188683650784,12.2241761569776
44.4253422238724,12.2042738508531
44.034961360293,12.6017206569629
43.9967461601843,12.4233886551095
43.9814526017441,12.42209
43.8975665764557,12.3426961244177
44.6297595027375,10.8979578501057
45.0381527604821,9.6695949011815
44.2845455428919,11.8723552641165
45.69568034,9.661249146
45.69103741,9.643650579
45.23349364,9.666250375
45.04650154,11.18093582
46.46952397,10.37543276
45.54005785,10.22281845
45.51303882,10.19194189
45.58289429,8.842165457
45.69042908,9.484260928
45.73083672,9.125734327
45.49822713,9.556232262
45.06965864,8.868889299
45.52647255,9.515980484
45.1593728,9.698148249
45.81504286,9.066971375
45.36630908,9.703945514
45.13194691,10.01574151
45.14254063,10.04383616
45.64970251,9.601223339
45.87460211,10.17735681
45.80857381,9.221779204
45.61924378,8.756970445
45.63386451,9.556084256
45.85019119,9.395577067
45.86374884,9.399950345
45.48363035,9.327360033
45.3027835,9.495273697
45.30601299,9.485262863
45.46241579,8.880210433
45.15174338,10.7814077
45.16056833,10.79556411
45.14526013,10.80332595
45.66176219,9.156643985
45.69795199,9.406190939
45.47899606,9.235491038
45.46334674,9.195324808
45.47049901,9.19746036
45.91278752,9.497538168
45.58026348,9.273573093
45.6012322,9.275072658
46.13228296,9.566179894
45.64604963,10.3892953
45.62055568,9.611737822
45.28193561,8.754334595
45.18632908,9.146666041
45.1946761,9.164638301
45.41277169,10.68335734
45.51570829,10.33624042
45.0819867,9.700788177
45.10276628,8.904174528
45.64962671,10.20509022
45.62621896,9.040063091
45.01687782,11.07609463
46.16796681,9.870144075
46.16785244,9.879209924
45.28397715,9.86339842
45.15046887,9.930596472
45.330361,9.414644727
45.51933498,9.592009995
45.52655087,8.736496578
45.84220726,9.351658166
45.81697323,8.820240707
45.30360787,8.84480461
44.99954599,9.008437382
